INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182078085,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,796,,2018-09-27 09:40:00,2018,9,Thursday,9,Part Three,COMMONWEALTH AVE,42.35034226,-71.12942937,"(42.35034226, -71.12942937)"
I182078084,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,362,,2018-09-27 08:20:00,2018,9,Thursday,8,Part Three,WASHINGTON ST,42.29257648,-71.07179406,"(42.29257648, -71.07179406)"
I182078083,03109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A1,77,,2018-09-27 10:17:00,2018,9,Thursday,10,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182078082,03410,Towed,TOWED MOTOR VEHICLE,E5,941,,2018-09-27 09:32:00,2018,9,Thursday,9,Part Three,BROOKWAY RD,42.29338247,-71.11921695,"(42.29338247, -71.11921695)"
I182078081,03125,Warrant Arrests,WARRANT ARREST,E13,912,,2018-09-27 09:46:00,2018,9,Thursday,9,Part Three,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I182078080,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,313,,2018-09-26 21:00:00,2018,9,Wednesday,21,Part Three,WYOMING ST,42.31508518,-71.08508813,"(42.31508518, -71.08508813)"
I182078079,03410,Towed,TOWED MOTOR VEHICLE,A15,54,,2018-09-27 08:42:00,2018,9,Thursday,8,Part Three,BUNKER HILL ST,42.38071612,-71.06618258,"(42.38071612, -71.06618258)"
I182078077,03115,Investigate Person,INVESTIGATE PERSON,B2,182,,2018-09-27 08:54:00,2018,9,Thursday,8,Part Three,BURRELL ST,42.32362958,-71.06867761,"(42.32362958, -71.06867761)"
I182078076,03125,Warrant Arrests,WARRANT ARREST,D4,165,,2018-09-27 09:02:00,2018,9,Thursday,9,Part Three,HARRISON AVE,42.34285014,-71.06516235,"(42.34285014, -71.06516235)"
I182078075,03115,Investigate Person,INVESTIGATE PERSON,D4,154,,2018-09-27 09:26:00,2018,9,Thursday,9,Part Three,W NEWTON ST,42.34225888,-71.07749696,"(42.34225888, -71.07749696)"
I182078074,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,213,,2018-09-27 09:51:00,2018,9,Thursday,9,Part One,W THIRD ST,42.33737507,-71.04649644,"(42.33737507, -71.04649644)"
I182078073,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,427,,2018-07-27 00:00:00,2018,7,Friday,0,Part Two,CLARKWOOD ST,42.28013735,-71.09079826,"(42.28013735, -71.09079826)"
I182078072,03115,Investigate Person,INVESTIGATE PERSON,C11,357,,2018-09-27 06:36:00,2018,9,Thursday,6,Part Three,GREENBRIER ST,42.29937505,-71.07194614,"(42.29937505, -71.07194614)"
I182078071,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A1, ,,2018-09-27 09:19:00,2018,9,Thursday,9,Part Three,TREMONT ST,,,"(0.00000000, 0.00000000)"
I182078070,03114,Investigate Property,INVESTIGATE PROPERTY,B3,466,,2018-09-27 09:02:48,2018,9,Thursday,9,Part Three,GREENDALE RD,42.28492334,-71.09301964,"(42.28492334, -71.09301964)"
I182078069,03115,Investigate Person,INVESTIGATE PERSON,B2,278,,2018-09-27 09:12:29,2018,9,Thursday,9,Part Three,HARRISON AVE,42.33153805,-71.08015661,"(42.33153805, -71.08015661)"
I182078068,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,456,,2018-09-27 08:49:00,2018,9,Thursday,8,Part Two,FOWLER ST,42.30085931,-71.08128808,"(42.30085931, -71.08128808)"
I182078067,00301,Robbery,ROBBERY - STREET,B3,453,,2018-09-27 09:22:00,2018,9,Thursday,9,Part One,CHAMBERLAIN ST,42.29851793,-71.07499608,"(42.29851793, -71.07499608)"
I182078064,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,289,,2018-09-27 09:27:00,2018,9,Thursday,9,Part One,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)"
I182078063,03301,Verbal Disputes,VERBAL DISPUTE,C6,216,,2018-09-27 08:27:00,2018,9,Thursday,8,Part Three,LORING ST,42.33433863,-71.05199788,"(42.33433863, -71.05199788)"
I182078062,03114,Investigate Property,INVESTIGATE PROPERTY,A1, ,,2018-09-27 08:59:00,2018,9,Thursday,8,Part Three,ROWES WHRF,,,"(0.00000000, 0.00000000)"
I182078061,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,284,,2018-09-27 08:24:00,2018,9,Thursday,8,Part Three,COLUMBUS AVE,42.34017600,-71.08232650,"(42.34017600, -71.08232650)"
I182078060,03811,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,D4, ,,2018-09-27 08:58:00,2018,9,Thursday,8,Part Three,,,,"(0.00000000, 0.00000000)"
I182078059,03115,Investigate Person,INVESTIGATE PERSON,D14,794,,2018-09-19 00:00:00,2018,9,Wednesday,0,Part Three,GLENVILLE AVE,42.34977988,-71.13423049,"(42.34977988, -71.13423049)"
I182078058,03115,Investigate Person,INVESTIGATE PERSON,B3,475,,2018-09-27 08:21:00,2018,9,Thursday,8,Part Three,FAVRE ST,42.27166145,-71.09953382,"(42.27166145, -71.09953382)"
I182078057,02647,Other,THREATS TO DO BODILY HARM,A1,105,,2018-09-27 08:31:00,2018,9,Thursday,8,Part Two,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I182078057,03115,Investigate Person,INVESTIGATE PERSON,A1,105,,2018-09-27 08:31:00,2018,9,Thursday,8,Part Three,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I182078056,03109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A7,27,,2018-09-27 08:15:00,2018,9,Thursday,8,Part Three,HAVRE ST,42.36991243,-71.04092628,"(42.36991243, -71.04092628)"
I182078055,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,225,,2018-09-27 08:37:00,2018,9,Thursday,8,Part Three,E BROADWAY,42.33550576,-71.04291647,"(42.33550576, -71.04291647)"
I182078054,03207,Property Found,PROPERTY - FOUND,C11,254,,2018-09-27 07:00:00,2018,9,Thursday,7,Part Three,DORCHESTER AVE,42.30947615,-71.05800088,"(42.30947615, -71.05800088)"
I182078054,03201,Property Lost,PROPERTY - LOST,C11,254,,2018-09-27 07:00:00,2018,9,Thursday,7,Part Three,DORCHESTER AVE,42.30947615,-71.05800088,"(42.30947615, -71.05800088)"
I182078053,03410,Towed,TOWED MOTOR VEHICLE,E5,563,,2018-09-27 08:59:00,2018,9,Thursday,8,Part Three,STELLMAN RD,42.28919902,-71.12309195,"(42.28919902, -71.12309195)"
I182078052,00724,Auto Theft,AUTO THEFT,D14,786,,2018-09-26 16:10:00,2018,9,Wednesday,16,Part One,COMMONWEALTH AVE,42.34161037,-71.14538490,"(42.34161037, -71.14538490)"
I182078050,03001,Medical Assistance,DEATH INVESTIGATION,E18,498,,2018-09-27 08:10:00,2018,9,Thursday,8,Part Three,HYDE PARK AVE,42.27380942,-71.11996035,"(42.27380942, -71.11996035)"
I182078049,00616,Larceny,LARCENY THEFT OF BICYCLE,D4, ,,2018-09-27 07:38:00,2018,9,Thursday,7,Part One,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
I182078049,02616,Other,POSSESSION OF BURGLARIOUS TOOLS,D4, ,,2018-09-27 07:38:00,2018,9,Thursday,7,Part Two,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
I182078049,03125,Warrant Arrests,WARRANT ARREST,D4, ,,2018-09-27 07:38:00,2018,9,Thursday,7,Part Three,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
I182078048,03301,Verbal Disputes,VERBAL DISPUTE,B3,908,,2018-09-27 07:17:00,2018,9,Thursday,7,Part Three,FRANKLIN HILL AVE,42.29558507,-71.09158038,"(42.29558507, -71.09158038)"
I182078047,01402,Vandalism,VANDALISM,B2,601,,2018-09-27 07:44:00,2018,9,Thursday,7,Part Two,PARKER ST,42.33178186,-71.09718868,"(42.33178186, -71.09718868)"
I182078046,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,419,,2018-09-27 08:07:00,2018,9,Thursday,8,Part One,CAPEN ST,42.28001818,-71.07837049,"(42.28001818, -71.07837049)"
I182078045,00613,Larceny,LARCENY SHOPLIFTING,D4,619,,2018-09-27 07:37:00,2018,9,Thursday,7,Part One,MASSACHUSETTS AVE,42.34439568,-71.08632016,"(42.34439568, -71.08632016)"
I182078044,03114,Investigate Property,INVESTIGATE PROPERTY,D14,784,,2018-09-27 07:18:00,2018,9,Thursday,7,Part Three,COMMONWEALTH AVE,42.34822741,-71.14075262,"(42.34822741, -71.14075262)"
I182078043,03810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING �BICYCLE - INJURY,E13,652,,2018-09-27 07:21:00,2018,9,Thursday,7,Part Three,ASTICOU RD,42.30052538,-71.11467984,"(42.30052538, -71.11467984)"
I182078042,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,356,,2018-09-27 07:07:00,2018,9,Thursday,7,Part Three,,,,"(0.00000000, 0.00000000)"
I182078041,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D14, ,,2018-09-27 07:04:00,2018,9,Thursday,7,Part Three,,,,"(0.00000000, 0.00000000)"
I182078040,01402,Vandalism,VANDALISM,B3,466,,2018-09-26 22:30:00,2018,9,Wednesday,22,Part Two,GREENDALE RD,42.28492334,-71.09301964,"(42.28492334, -71.09301964)"
I182078039,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",A1,61,,2018-09-27 06:29:00,2018,9,Thursday,6,Part Three,NASHUA ST,42.36600842,-71.06403504,"(42.36600842, -71.06403504)"
I182078038,02629,Harassment,HARASSMENT,E5,668,,2018-09-27 06:59:00,2018,9,Thursday,6,Part Two,BEECH ST,42.27788737,-71.13634483,"(42.27788737, -71.13634483)"
I182078037,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,532,,2018-09-27 05:39:00,2018,9,Thursday,5,Part Three,RIVER ST,42.24451770,-71.13722687,"(42.24451770, -71.13722687)"
I182078035,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,209,,2018-09-26 19:30:00,2018,9,Wednesday,19,Part One,E FIRST ST,42.33807209,-71.03998444,"(42.33807209, -71.03998444)"
I182078033,03115,Investigate Person,INVESTIGATE PERSON,B3,427,,2018-09-27 04:29:00,2018,9,Thursday,4,Part Three,NORFOLK ST,42.27967051,-71.08887826,"(42.27967051, -71.08887826)"
I182078032,03115,Investigate Person,INVESTIGATE PERSON,C11,333,,2018-09-27 04:50:00,2018,9,Thursday,4,Part Three,STANLEY ST,42.31022576,-71.06905888,"(42.31022576, -71.06905888)"
I182078031,03410,Towed,TOWED MOTOR VEHICLE,B2,300,,2018-09-27 05:08:00,2018,9,Thursday,5,Part Three,THORNTON ST,42.32426166,-71.09036321,"(42.32426166, -71.09036321)"
I182078029,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,791,,2018-09-27 03:34:10,2018,9,Thursday,3,Part Three,COMMONWEALTH AVE,42.34417705,-71.14231310,"(42.34417705, -71.14231310)"
I182078028,03114,Investigate Property,INVESTIGATE PROPERTY,E18,491,,2018-09-27 03:12:00,2018,9,Thursday,3,Part Three,VICTORIA HEIGHTS RD,42.27136596,-71.11277239,"(42.27136596, -71.11277239)"
I182078026,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,101,,2018-09-27 02:51:00,2018,9,Thursday,2,Part Two,COMMERCIAL ST,42.35932308,-71.05356026,"(42.35932308, -71.05356026)"
I182078023,03114,Investigate Property,INVESTIGATE PROPERTY,B2,324,,2018-09-27 02:30:00,2018,9,Thursday,2,Part Three,ADRIAN ST,42.31781138,-71.07759710,"(42.31781138, -71.07759710)"
I182078022,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D4, ,,2018-09-27 02:02:00,2018,9,Thursday,2,Part Three,HERALD ST,,,"(0.00000000, 0.00000000)"
I182078021,03301,Verbal Disputes,VERBAL DISPUTE,B2,328,,2018-09-27 00:40:00,2018,9,Thursday,0,Part Three,INTERVALE ST,42.31049939,-71.07733579,"(42.31049939, -71.07733579)"
I182078020,00724,Auto Theft,AUTO THEFT,B3,407,,2018-09-26 18:00:00,2018,9,Wednesday,18,Part One,RIVER ST,42.27189172,-71.07163755,"(42.27189172, -71.07163755)"
I182078020,03114,Investigate Property,INVESTIGATE PROPERTY,B3,407,,2018-09-26 18:00:00,2018,9,Wednesday,18,Part Three,RIVER ST,42.27189172,-71.07163755,"(42.27189172, -71.07163755)"
I182078017,03115,Investigate Person,INVESTIGATE PERSON,D14,794,,2018-09-27 01:40:00,2018,9,Thursday,1,Part Three,COMMONWEALTH AVE,42.34835708,-71.13645291,"(42.34835708, -71.13645291)"
I182078016,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,455,,2018-09-27 01:10:00,2018,9,Thursday,1,Part Three,WASHINGTON ST,42.30144714,-71.07681348,"(42.30144714, -71.07681348)"
I182078015,03115,Investigate Person,INVESTIGATE PERSON,A15,58,,2018-09-27 00:36:00,2018,9,Thursday,0,Part Three,DUNSTABLE ST,42.37685200,-71.06887255,"(42.37685200, -71.06887255)"
I182078014,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,281,,2018-09-27 00:52:00,2018,9,Thursday,0,Part Three,MOUNT PLEASANT AVE,42.32819458,-71.07933430,"(42.32819458, -71.07933430)"
I182078012,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,533,,2018-09-27 00:35:00,2018,9,Thursday,0,Part Three,RIVER ST,42.24806163,-71.13269023,"(42.24806163, -71.13269023)"
I182078010,00301,Robbery,ROBBERY - STREET,A7,29,,2018-09-27 01:08:00,2018,9,Thursday,1,Part One,CHELSEA ST,42.37172266,-71.03665549,"(42.37172266, -71.03665549)"
I182078008,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,C11,335,,2018-09-27 00:00:00,2018,9,Thursday,0,Part Three,QUINCY ST,42.30947016,-71.06664424,"(42.30947016, -71.06664424)"
I182078007,03115,Investigate Person,INVESTIGATE PERSON,D14,773,,2018-09-26 23:31:00,2018,9,Wednesday,23,Part Three,RADNOR RD,42.34054124,-71.15776130,"(42.34054124, -71.15776130)"
I182078004,03830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,C11,364,,2018-09-27 00:27:00,2018,9,Thursday,0,Part Three,ADAMS ST,42.29537353,-71.05621085,"(42.29537353, -71.05621085)"
I182078003,03115,Investigate Person,INVESTIGATE PERSON,C6,914,,2018-09-27 00:28:00,2018,9,Thursday,0,Part Three,GENERAL LAWRENCE J LOGAN ,42.32779674,-71.05435602,"(42.32779674, -71.05435602)"
I182078001,03501,Missing Person Reported,MISSING PERSON,B3,457,,2018-09-26 15:00:00,2018,9,Wednesday,15,Part Three,CHARLOTTE ST,42.29944216,-71.08489748,"(42.29944216, -71.08489748)"
I182078000,03115,Investigate Person,INVESTIGATE PERSON,D4,624,,2018-09-26 18:40:00,2018,9,Wednesday,18,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I182077998,03115,Investigate Person,INVESTIGATE PERSON,A7,27,,2018-09-26 23:17:00,2018,9,Wednesday,23,Part Three,CLIPPER SHIP LN,42.36904410,-71.04120390,"(42.36904410, -71.04120390)"
I182077995,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,316,,2018-09-26 22:00:00,2018,9,Wednesday,22,Part One,RUTHVEN ST,42.31302406,-71.09073569,"(42.31302406, -71.09073569)"
I182077994,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,794,,2018-09-26 22:15:00,2018,9,Wednesday,22,Part Three,GLENVILLE AVE,42.34928289,-71.13522587,"(42.34928289, -71.13522587)"
I182077993,03301,Verbal Disputes,VERBAL DISPUTE,B3,463,,2018-09-26 22:49:00,2018,9,Wednesday,22,Part Three,WILBERT CIR,42.29415003,-71.09091984,"(42.29415003, -71.09091984)"
I182077992,00619,Larceny,LARCENY ALL OTHERS,A7,20,,2018-09-26 22:47:00,2018,9,Wednesday,22,Part One,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I182077991,02660,Other,OTHER OFFENSE,B2,288,,2018-09-26 21:57:00,2018,9,Wednesday,21,Part Two,ROXBURY ST,42.32960870,-71.08462109,"(42.32960870, -71.08462109)"
I182077988,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,912,,2018-09-26 22:20:00,2018,9,Wednesday,22,Part Two,LAMARTINE ST,42.32214915,-71.10091019,"(42.32214915, -71.10091019)"
I182077987,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,A1,111,,2018-09-26 22:08:00,2018,9,Wednesday,22,Part Two,WASHINGTON ST,42.35456406,-71.06147418,"(42.35456406, -71.06147418)"
I182077986,03410,Towed,TOWED MOTOR VEHICLE,E13,579,,2018-09-26 20:54:00,2018,9,Wednesday,20,Part Three,WISE ST,42.32227567,-71.10150838,"(42.32227567, -71.10150838)"
I182077985,00619,Larceny,LARCENY ALL OTHERS,A1,61,,2018-09-26 19:15:00,2018,9,Wednesday,19,Part One,LEGENDS WAY,42.36643546,-71.06135413,"(42.36643546, -71.06135413)"
I182077982,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,32,,2018-09-26 03:30:00,2018,9,Wednesday,3,Part One,GOVE ST,42.36934788,-71.03298912,"(42.36934788, -71.03298912)"
I182077981,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,117,,2018-09-26 18:40:00,2018,9,Wednesday,18,Part One,WASHINGTON ST,42.35174282,-71.06275940,"(42.35174282, -71.06275940)"
I182077980,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,B3,429,,2018-09-26 18:39:00,2018,9,Wednesday,18,Part Three,WILLOWWOOD ST,42.28385993,-71.08599096,"(42.28385993, -71.08599096)"
I182077979,03115,Investigate Person,INVESTIGATE PERSON,E18,540,,2018-09-26 22:09:15,2018,9,Wednesday,22,Part Three,HILLIS RD,42.25040550,-71.13173740,"(42.25040550, -71.13173740)"
I182077978,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,938,,2018-09-26 13:00:00,2018,9,Wednesday,13,Part One,FIDELIS WAY,42.34531664,-71.14298078,"(42.34531664, -71.14298078)"
I182077977,03301,Verbal Disputes,VERBAL DISPUTE,E5,692,,2018-09-26 21:36:00,2018,9,Wednesday,21,Part Three,GREATON RD,42.29224995,-71.15272034,"(42.29224995, -71.15272034)"
I182077975,03625,Other,DANGEROUS OR HAZARDOUS CONDITION,A15, ,,2018-09-26 20:20:00,2018,9,Wednesday,20,Part Three,NEW RUTHERFORD AVE,,,"(0.00000000, 0.00000000)"
I182077974,00616,Larceny,LARCENY THEFT OF BICYCLE,C6,186,,2018-09-26 21:39:00,2018,9,Wednesday,21,Part One,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
I182077973,01503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A7,25,,2018-09-26 21:14:00,2018,9,Wednesday,21,Part Two,W EAGLE ST,42.38135785,-71.03768163,"(42.38135785, -71.03768163)"
I182077972,03115,Investigate Person,INVESTIGATE PERSON,A1, ,,2018-09-26 20:09:00,2018,9,Wednesday,20,Part Three,COLUMBUS AVE,,,"(0.00000000, 0.00000000)"
I182077971,02647,Other,THREATS TO DO BODILY HARM,A1,120,,2018-09-26 19:05:00,2018,9,Wednesday,19,Part Two,PARK PLZ,42.35162789,-71.06866410,"(42.35162789, -71.06866410)"
I182077970,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,145,,2018-09-26 18:18:00,2018,9,Wednesday,18,Part Two,HUNTINGTON AVE,42.34481182,-71.08234324,"(42.34481182, -71.08234324)"
I182077969,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,361,,2018-09-26 20:45:00,2018,9,Wednesday,20,Part Three,REMINGTON ST,42.29304294,-71.06441803,"(42.29304294, -71.06441803)"
I182077968,03114,Investigate Property,INVESTIGATE PROPERTY,E5,696,,2018-09-26 18:21:00,2018,9,Wednesday,18,Part Three,WELD ST,42.29184853,-71.15597364,"(42.29184853, -71.15597364)"
I182077967,01402,Vandalism,VANDALISM,B3,432,,2018-09-26 20:30:00,2018,9,Wednesday,20,Part Two,MASCOT ST,42.28424514,-71.08452739,"(42.28424514, -71.08452739)"
I182077965,01402,Vandalism,VANDALISM,C6,174,,2018-09-26 21:14:00,2018,9,Wednesday,21,Part Two,DEXTER ST,42.33033530,-71.05760678,"(42.33033530, -71.05760678)"
I182077965,02610,Other,TRESPASSING,C6,174,,2018-09-26 21:14:00,2018,9,Wednesday,21,Part Two,DEXTER ST,42.33033530,-71.05760678,"(42.33033530, -71.05760678)"
I182077962,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,796,,2018-09-26 12:00:00,2018,9,Wednesday,12,Part One,COMMONWEALTH AVE,42.35124218,-71.12616899,"(42.35124218, -71.12616899)"
I182077961,03115,Investigate Person,INVESTIGATE PERSON,E18,524,,2018-09-26 19:06:00,2018,9,Wednesday,19,Part Three,NEEDHAM RD,42.24249788,-71.12326854,"(42.24249788, -71.12326854)"
I182077960,03125,Warrant Arrests,WARRANT ARREST,B2,267,,2018-09-26 20:39:00,2018,9,Wednesday,20,Part Three,FOREST PL,42.32606149,-71.07631954,"(42.32606149, -71.07631954)"
I182077959,03301,Verbal Disputes,VERBAL DISPUTE,B2,183,,2018-09-26 20:37:00,2018,9,Wednesday,20,Part Three,DUDLEY ST,42.31987076,-71.07096263,"(42.31987076, -71.07096263)"
I182077958,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,428,Y,2018-09-26 20:20:00,2018,9,Wednesday,20,Part One,MORTON ST,42.28374593,-71.08938232,"(42.28374593, -71.08938232)"
I182077958,02662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,428,Y,2018-09-26 20:20:00,2018,9,Wednesday,20,Part Two,MORTON ST,42.28374593,-71.08938232,"(42.28374593, -71.08938232)"
I182077957,01825,Drug Violation,DRUGS - POSSESSION OF DRUG PARAPHANALIA,A1,118,,2018-09-26 18:45:00,2018,9,Wednesday,18,Part Two,STUART ST,42.35115433,-71.06547895,"(42.35115433, -71.06547895)"
I182077956,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,113,,2018-09-26 21:00:00,2018,9,Wednesday,21,Part Two,AVENUE DE LAFAYETTE,42.35283467,-71.06008151,"(42.35283467, -71.06008151)"
I182077955,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,307,,2018-09-26 20:04:00,2018,9,Wednesday,20,Part Three,WALNUT PARK,42.31534411,-71.09584709,"(42.31534411, -71.09584709)"
I182077954,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,795,,2018-09-25 19:15:00,2018,9,Tuesday,19,Part Two,N BEACON ST,42.35367861,-71.13819856,"(42.35367861, -71.13819856)"
I182077953,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,282,,2018-09-26 20:15:00,2018,9,Wednesday,20,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182077952,03410,Towed,TOWED MOTOR VEHICLE,B2,605,,2018-09-26 09:40:00,2018,9,Wednesday,9,Part Three,HUNTINGTON AVE,42.33325862,-71.10748130,"(42.33325862, -71.10748130)"
I182077950,02660,Other,OTHER OFFENSE,B2, ,,2018-09-26 20:14:00,2018,9,Wednesday,20,Part Two,DUDLEY ST,,,"(0.00000000, 0.00000000)"
I182077950,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2, ,,2018-09-26 20:14:00,2018,9,Wednesday,20,Part Two,DUDLEY ST,,,"(0.00000000, 0.00000000)"
I182077950,01300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B2, ,,2018-09-26 20:14:00,2018,9,Wednesday,20,Part Two,DUDLEY ST,,,"(0.00000000, 0.00000000)"
I182077949,00613,Larceny,LARCENY SHOPLIFTING,E18,521,,2018-09-26 19:22:00,2018,9,Wednesday,19,Part One,RIVER ST,42.25592648,-71.12317207,"(42.25592648, -71.12317207)"
I182077949,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,521,,2018-09-26 19:22:00,2018,9,Wednesday,19,Part Two,RIVER ST,42.25592648,-71.12317207,"(42.25592648, -71.12317207)"
I182077948,03501,Missing Person Reported,MISSING PERSON,D4,903,,2018-09-26 18:56:00,2018,9,Wednesday,18,Part Three,TROTTER CT,42.33596847,-71.08129856,"(42.33596847, -71.08129856)"
I182077947,03115,Investigate Person,INVESTIGATE PERSON,E18,498,,2018-09-26 19:28:00,2018,9,Wednesday,19,Part Three,HYDE PARK AVE,42.27205742,-71.12024554,"(42.27205742, -71.12024554)"
I182077946,03410,Towed,TOWED MOTOR VEHICLE,C11,246,,2018-09-25 20:00:00,2018,9,Tuesday,20,Part Three,ROMSEY ST,42.31568139,-71.05308742,"(42.31568139, -71.05308742)"
I182077945,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",E13,652,,2018-09-26 19:15:00,2018,9,Wednesday,19,Part Three,SAINT ROSE ST,42.30471224,-71.11794342,"(42.30471224, -71.11794342)"
